order_id,order_date,hub,courier_partner,distance_km,order_value_inr,promised_delivery_date,actual_delivery_date,delay_days,is_late,order_weekday,order_month,distance_band,late_risk_score
ORD105773,2024-01-03,Hub_D_Kolkata,QuickDrop,261.8,786.54,2024-01-06,2024-01-05,-1,0,Wednesday,January,3. 250-400km,0.42049733593555577
ORD103688,2024-01-03,Hub_E_Chennai,SpeedX,175.4,1341.72,2024-01-06,2024-01-06,0,0,Wednesday,January,2. 100-250km,0.13419371007118036
ORD110740,2024-01-03,Hub_C_Delhi,SpeedX,401.1,837.12,2024-01-07,2024-01-07,0,0,Wednesday,January,4. Over 400km,0.18591725973456713
ORD105923,2024-01-03,Hub_A_Mumbai,QuickDrop,222.0,2971.05,2024-01-06,2024-01-07,1,1,Wednesday,January,2. 100-250km,0.16776776384241004
ORD111160,2024-01-03,Hub_C_Delhi,SpeedX,287.8,527.32,2024-01-06,2024-01-06,0,0,Wednesday,January,3. 250-400km,0.16866164247725188
ORD100596,2024-01-03,Hub_D_Kolkata,SwiftGo,187.8,511.92,2024-01-06,2024-01-08,2,1,Wednesday,January,2. 100-250km,0.6023170938593708
ORD107867,2024-01-03,Hub_D_Kolkata,SpeedX,269.3,33.24,2024-01-06,2024-01-08,2,1,Wednesday,January,3. 250-400km,0.34314054986708165
ORD104445,2024-01-03,Hub_E_Chennai,ExpressLine,41.1,1880.66,2024-01-06,2024-01-08,2,1,Wednesday,January,1. Under 100km,0.1414549051453652
ORD104807,2024-01-03,Hub_B_Bangalore,QuickDrop,217.9,1938.37,2024-01-06,2024-01-08,2,1,Wednesday,January,2. 100-250km,0.17286230366125666
ORD102649,2024-01-03,Hub_E_Chennai,QuickDrop,151.9,2070.52,2024-01-06,2024-01-06,0,0,Wednesday,January,2. 100-250km,0.1747259602936284
ORD103895,2024-01-03,Hub_E_Chennai,ExpressLine,246.2,1158.57,2024-01-06,2024-01-10,4,1,Wednesday,January,2. 100-250km,0.16953046901421565
ORD104622,2024-01-03,Hub_B_Bangalore,QuickDrop,44.8,236.88,2024-01-06,2024-01-06,0,0,Wednesday,January,1. Under 100km,0.14850940659202505
ORD110387,2024-01-03,Hub_B_Bangalore,ExpressLine,118.6,1878.29,2024-01-06,2024-01-05,-1,0,Wednesday,January,2. 100-250km,0.14133795533337942
ORD106916,2024-01-03,Hub_B_Bangalore,ExpressLine,237.9,1148.28,2024-01-06,2024-01-06,0,0,Wednesday,January,2. 100-250km,0.15715236285421158
ORD107824,2024-01-03,Hub_E_Chennai,SpeedX,96.2,582.4,2024-01-06,2024-01-06,0,0,Wednesday,January,1. Under 100km,0.12486671376790344
ORD111411,2024-01-03,Hub_D_Kolkata,ExpressLine,76.1,731.52,2024-01-06,2024-01-06,0,0,Wednesday,January,1. Under 100km,0.34304514283416754
ORD108969,2024-01-03,Hub_A_Mumbai,SwiftGo,507.7,632.09,2024-01-07,2024-01-07,0,0,Wednesday,January,4. Over 400km,0.3799323173724239
ORD105902,2024-01-03,Hub_E_Chennai,SwiftGo,135.2,158.21,2024-01-06,2024-01-06,0,0,Wednesday,January,2. 100-250km,0.31934895649534095
ORD106205,2024-01-03,Hub_C_Delhi,QuickDrop,105.5,1071.49,2024-01-06,2024-01-06,0,0,Wednesday,January,2. 100-250km,0.19012702183866995
ORD110510,2024-01-03,Hub_C_Delhi,SwiftGo,50.3,1324.66,2024-01-06,2024-01-09,3,1,Wednesday,January,1. Under 100km,0.3332148103102539
ORD106182,2024-01-03,Hub_D_Kolkata,SwiftGo,78.4,1074.49,2024-01-06,2024-01-06,0,0,Wednesday,January,1. Under 100km,0.5746434462702367
ORD101305,2024-01-03,Hub_C_Delhi,QuickDrop,301.0,1108.83,2024-01-06,2024-01-08,2,1,Wednesday,January,3. 250-400km,0.22358144810831385
ORD105971,2024-01-03,Hub_E_Chennai,ExpressLine,65.2,563.18,2024-01-06,2024-01-06,0,0,Wednesday,January,1. Under 100km,0.14454071865069534
ORD104410,2024-01-03,Hub_D_Kolkata,SpeedX,204.7,1220.36,2024-01-06,2024-01-06,0,0,Wednesday,January,2. 100-250km,0.3280919623061341
ORD108454,2024-01-03,Hub_B_Bangalore,QuickDrop,53.5,788.77,2024-01-06,2024-01-06,0,0,Wednesday,January,1. Under 100km,0.149662582978107
ORD102632,2024-01-03,Hub_A_Mumbai,ExpressLine,355.9,1921.44,2024-01-06,2024-01-06,0,0,Wednesday,January,3. 250-400km,0.16845503631692654
ORD100624,2024-01-03,Hub_C_Delhi,QuickDrop,449.6,1022.69,2024-01-07,2024-01-07,0,0,Wednesday,January,4. Over 400km,0.2516840789603515
ORD108766,2024-01-03,Hub_D_Kolkata,SpeedX,105.5,599.03,2024-01-06,2024-01-06,0,0,Wednesday,January,2. 100-250km,0.3056623925375532
ORD102686,2024-01-04,Hub_A_Mumbai,ExpressLine,202.1,1127.75,2024-01-07,2024-01-07,0,0,Thursday,January,2. 100-250km,0.17020775067459654
ORD110545,2024-01-04,Hub_B_Bangalore,ExpressLine,281.2,501.82,2024-01-07,2024-01-07,0,0,Thursday,January,3. 250-400km,0.18828864237106646
ORD105697,2024-01-04,Hub_A_Mumbai,SpeedX,71.4,1304.01,2024-01-07,2024-01-07,0,0,Thursday,January,1. Under 100km,0.1276208168876825
ORD111475,2024-01-04,Hub_E_Chennai,QuickDrop,128.6,1147.41,2024-01-07,2024-01-07,0,0,Thursday,January,2. 100-250km,0.19723243771268884
ORD106591,2024-01-04,Hub_A_Mumbai,ExpressLine,56.9,1204.51,2024-01-07,2024-01-07,0,0,Thursday,January,1. Under 100km,0.14983847396752958
ORD102300,2024-01-04,Hub_B_Bangalore,SpeedX,322.3,865.31,2024-01-07,2024-01-07,0,0,Thursday,January,3. 250-400km,0.16525069750246044
ORD110460,2024-01-04,Hub_A_Mumbai,SpeedX,395.3,288.17,2024-01-07,2024-01-09,2,1,Thursday,January,3. 250-400km,0.17026754694156476
ORD107491,2024-01-04,Hub_D_Kolkata,SwiftGo,147.3,1821.85,2024-01-07,2024-01-09,2,1,Thursday,January,2. 100-250km,0.6332005552793195
ORD104808,2024-01-04,Hub_C_Delhi,ExpressLine,182.8,425.99,2024-01-07,2024-01-07,0,0,Thursday,January,2. 100-250km,0.20911802817646538
ORD107401,2024-01-04,Hub_E_Chennai,SwiftGo,77.0,1213.03,2024-01-07,2024-01-07,0,0,Thursday,January,1. Under 100km,0.34424889814989884
ORD104573,2024-01-04,Hub_E_Chennai,SpeedX,27.8,1848.67,2024-01-07,2024-01-07,0,0,Thursday,January,1. Under 100km,0.13640943523372884
ORD101706,2024-01-04,Hub_C_Delhi,SpeedX,309.3,117.9,2024-01-07,2024-01-07,0,0,Thursday,January,3. 250-400km,0.1978925449311132
ORD110963,2024-01-04,Hub_D_Kolkata,SwiftGo,168.1,621.38,2024-01-07,2024-01-10,3,1,Thursday,January,2. 100-250km,0.6382334363732727
ORD107822,2024-01-04,Hub_B_Bangalore,SpeedX,86.9,697.34,2024-01-07,2024-01-07,0,0,Thursday,January,1. Under 100km,0.1340485850418559
ORD105851,2024-01-04,Hub_D_Kolkata,ExpressLine,447.6,1938.68,2024-01-08,2024-01-10,2,1,Thursday,January,4. Over 400km,0.47790682275889773
ORD105218,2024-01-04,Hub_A_Mumbai,SwiftGo,361.1,361.54,2024-01-07,2024-01-07,0,0,Thursday,January,3. 250-400km,0.38465135216312163
ORD108265,2024-01-04,Hub_A_Mumbai,QuickDrop,208.7,239.56,2024-01-07,2024-01-07,0,0,Thursday,January,2. 100-250km,0.19119439429079593
ORD106536,2024-01-04,Hub_E_Chennai,QuickDrop,563.4,709.77,2024-01-08,2024-01-11,3,1,Thursday,January,4. Over 400km,0.2790096166247277
ORD101638,2024-01-04,Hub_E_Chennai,QuickDrop,284.2,285.42,2024-01-07,2024-01-07,0,0,Thursday,January,3. 250-400km,0.22424406337096778
ORD102522,2024-01-04,Hub_C_Delhi,ExpressLine,246.9,2788.17,2024-01-07,2024-01-07,0,0,Thursday,January,2. 100-250km,0.22041067771295186
ORD106296,2024-01-04,Hub_E_Chennai,SwiftGo,19.8,1340.73,2024-01-07,2024-01-07,0,0,Thursday,January,1. Under 100km,0.33088566877615405
ORD103442,2024-01-04,Hub_B_Bangalore,SwiftGo,333.1,194.03,2024-01-07,2024-01-06,-1,0,Thursday,January,3. 250-400km,0.3872779720565785
ORD101477,2024-01-04,Hub_C_Delhi,SwiftGo,165.6,705.9,2024-01-07,2024-01-07,0,0,Thursday,January,2. 100-250km,0.4013004850400238
ORD108584,2024-01-04,Hub_B_Bangalore,ExpressLine,173.7,932.71,2024-01-07,2024-01-07,0,0,Thursday,January,2. 100-250km,0.17171935562189078
ORD106268,2024-01-04,Hub_C_Delhi,SpeedX,53.4,439.63,2024-01-07,2024-01-09,2,1,Thursday,January,1. Under 100km,0.15883837193892278
ORD100072,2024-01-04,Hub_A_Mumbai,QuickDrop,482.3,707.54,2024-01-08,2024-01-08,0,0,Thursday,January,4. Over 400km,0.23932281775681397
ORD101076,2024-01-04,Hub_E_Chennai,QuickDrop,385.0,1563.12,2024-01-07,2024-01-07,0,0,Thursday,January,3. 250-400km,0.24309570701903205
ORD100996,2024-01-04,Hub_E_Chennai,ExpressLine,179.7,4088.08,2024-01-07,2024-01-06,-1,0,Thursday,January,2. 100-250km,0.1846309474577975
ORD109144,2024-01-04,Hub_D_Kolkata,ExpressLine,95.6,1285.98,2024-01-07,2024-01-09,2,1,Thursday,January,1. Under 100km,0.3878831461309398
ORD101008,2024-01-04,Hub_C_Delhi,SpeedX,207.1,1089.72,2024-01-07,2024-01-07,0,0,Thursday,January,2. 100-250km,0.1814874042103913
ORD111902,2024-01-04,Hub_E_Chennai,ExpressLine,183.2,1045.99,2024-01-07,2024-01-06,-1,0,Thursday,January,2. 100-250km,0.18518211453065872
ORD111126,2024-01-04,Hub_B_Bangalore,SwiftGo,46.5,2142.17,2024-01-07,2024-01-07,0,0,Thursday,January,1. Under 100km,0.31903198691744106
ORD105139,2024-01-04,Hub_E_Chennai,QuickDrop,319.6,184.42,2024-01-07,2024-01-07,0,0,Thursday,January,3. 250-400km,0.23074397585560322
ORD110645,2024-01-05,Hub_A_Mumbai,SpeedX,289.9,338.37,2024-01-08,2024-01-08,0,0,Friday,January,3. 250-400km,0.15836049157674942
ORD109848,2024-01-05,Hub_E_Chennai,SpeedX,274.9,296.19,2024-01-08,2024-01-08,0,0,Friday,January,3. 250-400km,0.17309172727754488
ORD109546,2024-01-05,Hub_B_Bangalore,ExpressLine,578.9,652.08,2024-01-09,2024-01-11,2,1,Friday,January,4. Over 400km,0.24476446297736887
ORD111723,2024-01-05,Hub_B_Bangalore,SpeedX,193.6,1106.16,2024-01-08,2024-01-08,0,0,Friday,January,2. 100-250km,0.15049060865494546
ORD106238,2024-01-05,Hub_E_Chennai,ExpressLine,226.7,690.92,2024-01-08,2024-01-11,3,1,Friday,January,2. 100-250km,0.1957941343366194
ORD108083,2024-01-05,Hub_E_Chennai,ExpressLine,118.9,270.95,2024-01-08,2024-01-08,0,0,Friday,January,2. 100-250km,0.1786637804385342
ORD103856,2024-01-05,Hub_C_Delhi,QuickDrop,217.0,1717.62,2024-01-08,2024-01-08,0,0,Friday,January,2. 100-250km,0.24302939164871867
ORD109694,2024-01-05,Hub_D_Kolkata,SpeedX,189.5,754.19,2024-01-08,2024-01-10,2,1,Friday,January,2. 100-250km,0.3690795433023121
ORD101304,2024-01-05,Hub_D_Kolkata,SpeedX,168.8,860.89,2024-01-08,2024-01-11,3,1,Friday,January,2. 100-250km,0.36405755319343747
ORD110992,2024-01-05,Hub_D_Kolkata,SpeedX,266.7,1511.64,2024-01-08,2024-01-08,0,0,Friday,January,3. 250-400km,0.388052740479977
ORD103168,2024-01-05,Hub_E_Chennai,SwiftGo,208.1,1412.93,2024-01-08,2024-01-10,2,1,Friday,January,2. 100-250km,0.3812953534283374
ORD108457,2024-01-05,Hub_E_Chennai,ExpressLine,89.6,1522.29,2024-01-08,2024-01-08,0,0,Friday,January,1. Under 100km,0.17421546199090227
ORD102962,2024-01-05,Hub_D_Kolkata,QuickDrop,311.0,2231.02,2024-01-08,2024-01-08,0,0,Friday,January,3. 250-400km,0.4818121395658484
ORD104707,2024-01-05,Hub_B_Bangalore,ExpressLine,349.8,66.59,2024-01-08,2024-01-08,0,0,Friday,January,3. 250-400km,0.2032491480814423
ORD102330,2024-01-05,Hub_D_Kolkata,SpeedX,119.5,1481.95,2024-01-08,2024-01-11,3,1,Friday,January,2. 100-250km,0.3522171996446741
ORD101409,2024-01-05,Hub_E_Chennai,SpeedX,109.4,639.59,2024-01-08,2024-01-07,-1,0,Friday,January,2. 100-250km,0.1497204199819432
ORD103563,2024-01-05,Hub_C_Delhi,SpeedX,86.6,807.5,2024-01-08,2024-01-08,0,0,Friday,January,1. Under 100km,0.16675176953682375
ORD100293,2024-01-05,Hub_C_Delhi,SpeedX,161.7,476.33,2024-01-08,2024-01-07,-1,0,Friday,January,2. 100-250km,0.17794149891068706
ORD106688,2024-01-05,Hub_D_Kolkata,SwiftGo,208.4,992.22,2024-01-08,2024-01-13,5,1,Friday,January,2. 100-250km,0.6532135184249603
ORD104319,2024-01-05,Hub_E_Chennai,SpeedX,259.2,2692.47,2024-01-08,2024-01-07,-1,0,Friday,January,3. 250-400km,0.17075635200172953
ORD105028,2024-01-05,Hub_D_Kolkata,QuickDrop,245.2,1094.28,2024-01-08,2024-01-10,2,1,Friday,January,2. 100-250km,0.46467520413004687
ORD102137,2024-01-05,Hub_D_Kolkata,SpeedX,288.3,1195.99,2024-01-08,2024-01-08,0,0,Friday,January,3. 250-400km,0.3934254638962362
ORD109899,2024-01-05,Hub_B_Bangalore,SwiftGo,143.1,1693.94,2024-01-08,2024-01-08,0,0,Friday,January,2. 100-250km,0.3466247550264428
ORD104055,2024-01-05,Hub_A_Mumbai,SpeedX,20.5,771.71,2024-01-08,2024-01-08,0,0,Friday,January,1. Under 100km,0.12433962712486302
ORD104131,2024-01-05,Hub_C_Delhi,QuickDrop,199.8,606.85,2024-01-08,2024-01-08,0,0,Friday,January,2. 100-250km,0.23973853146383448
ORD101183,2024-01-05,Hub_B_Bangalore,SpeedX,91.4,330.84,2024-01-08,2024-01-08,0,0,Friday,January,1. Under 100km,0.1373422025205276
ORD103035,2024-01-05,Hub_A_Mumbai,SwiftGo,79.2,770.66,2024-01-08,2024-01-09,1,1,Friday,January,1. Under 100km,0.32278246038584774
ORD106078,2024-01-05,Hub_A_Mumbai,ExpressLine,123.2,962.91,2024-01-08,2024-01-08,0,0,Friday,January,2. 100-250km,0.16202842046380078
ORD101116,2024-01-05,Hub_B_Bangalore,QuickDrop,103.4,1964.25,2024-01-08,2024-01-07,-1,0,Friday,January,2. 100-250km,0.18413646568615613
ORD105170,2024-01-05,Hub_B_Bangalore,SwiftGo,56.3,318.26,2024-01-08,2024-01-08,0,0,Friday,January,1. Under 100km,0.3263803563563221
ORD105302,2024-01-05,Hub_C_Delhi,QuickDrop,340.5,1630.76,2024-01-08,2024-01-08,0,0,Friday,January,3. 250-400km,0.26754727790316596
ORD107006,2024-01-05,Hub_D_Kolkata,ExpressLine,351.7,129.65,2024-01-08,2024-01-08,0,0,Friday,January,3. 250-400km,0.45878134688562255
ORD110263,2024-01-06,Hub_B_Bangalore,QuickDrop,199.0,349.5,2024-01-09,2024-01-12,3,1,Saturday,January,2. 100-250km,0.2272434547289372
ORD104654,2024-01-06,Hub_B_Bangalore,ExpressLine,184.3,819.6,2024-01-09,2024-01-11,2,1,Saturday,January,2. 100-250km,0.20192711074875913
